Category,Type,Difficulty,Question,Answer,Incorred Answers
Entertainment: Video Games,multiple,easy,SW4gdGhlIGdhbWUgSGFsZi1MaWZlLCB3aGljaCBlbmVteSBpcyBzaG93Y2FzZWQgYXMgdGhlIGZpbmFsIGJvc3M\/,VGhlIE5paGlsYW50aA==,"['RHIuIFdhbGxhY2UgQnJlZW4=', 'Ry1NYW4=', 'VGhlIEdvbmFyY2g=']"
Entertainment: Video Games,multiple,easy,V2hvIGlzIHRoZSBwcm90YWdvbmlzdCBpbiB0aGUgZ2FtZSAiVGhlIFdhbGtpbmcgRGVhZDogU2Vhc29uIE9uZSI\/,TGVlIEV2ZXJldHQ=,"['Q2xlbWVudGluZQ==', 'S2Vubnk=', 'UmljayBHcmltZXM=']"
Entertainment: Video Games,multiple,easy,V2hvIGlzIHRoZSBtYWluIGNoYXJhY3RlciBpbiAiVGhlIFN0YW5sZXkgUGFyYWJsZSI\/,U3RhbmxleQ==,"['VGhlIEFkdmVudHVyZSBMaW5l', 'VGhlIE5hcnJhdG9y', 'VGhlIEJvc3M=']"
Entertainment: Video Games,boolean,medium,Ik1ldGFsIEdlYXIgU29saWQgMzogU25ha2UgRWF0ZXIiIHRha2VzIHBsYWNlIG9uIFNoYWRvdyBNb3NlcyBJc2xhbmQu,RmFsc2U=,['VHJ1ZQ==']
Entertainment: Video Games,multiple,easy,SG93IG1hbnkgQ2hhb3MgRW1lcmFsZHMgYXJlIHRoZXJlIGluIHRoZSAiU29uaWMgdGhlIEhlZGdlaG9nIiB1bml2ZXJzZT8=,Nw==,"['Ng==', 'OA==', 'MTQ=']"
Entertainment: Video Games,boolean,medium,VG9ueSBIYXdrJ3MgUHJvIFNrYXRlciB3YXMgcmVsZWFzZWQgaW4gMTk5OS4=,VHJ1ZQ==,['RmFsc2U=']
Entertainment: Video Games,multiple,medium,SW4gTGVmdCA0IERlYWQsIHdoYXQgaXMgdGhlIG5hbWUgb2YgdGhlIHZpcnVzLCBhcyBkZXNpZ25hdGVkIGJ5IENFREEsIHRoYXQgY2F1c2VzIG1vc3QgaHVtYW5zIHRvIHR1cm4gaW50byB0aGUgSW5mZWN0ZWQ\/,R3JlZW4gRmx1,"['WWVsbG93IEZldmVy', 'VC1WaXJ1cw==', 'UmFzcGJlcnJ5IFNuaWZmbGVz']"
Entertainment: Video Games,multiple,medium,SW4gVGVhbSBGb3J0cmVzcyAyLCB3aGljaCBjbGFzcyB3aWVsZHMgYSBzaG90Z3VuPw==,RXZlcnlvbmUgTGlzdGVk,"['SGVhdnk=', 'U29sZGllcg==', 'RW5naW5lZXI=']"
Entertainment: Video Games,multiple,hard,SW4gV29ybGQgb2YgV2FyY3JhZnQgbG9yZSwgd2hvIG9yZ2FuaXplZCB0aGUgY3JlYXRpb24gb2YgdGhlIFBhbGFkaW5zPw==,QWxvbnN1cyBGYW9s,"['VXRoZXIgdGhlIExpZ2h0YnJpbmdlcg==', 'QWxleGFuZHJvcyBNb2dyYWluZQ==', 'U2FyZ2VyYXMsIFRoZSBEYWVtb24gTG9yZA==']"
Entertainment: Video Games,multiple,easy,SW4gdGhlIGdhbWUgIk92ZXJ3YXRjaCwiIHdoYXQgYXJlIHRoZSBuYW1lcyBvZiB0aGUgdHdvIEF1c3RyYWxpYW4gY3JpbWluYWxzIGZyb20gdGhlIEp1bmtlcnMgZmFjdGlvbj8=,SnVua3JhdCBhbmQgUm9hZGhvZw==,"['Um9hZHJhdCBhbmQgSnVua2hvZw==', 'QW5hIGFuZCBQaGFyYWg=', 'TWNDcmVlIGFuZCBEZWFkZXll']"
Entertainment: Video Games,multiple,medium,V2hpY2ggb2YgdGhlc2UgaXMgdGhlIG5hbWUgb2YgYSBjdXQgZW5lbXkgZnJvbSAiSGFsZi1MaWZlIDIiPw==,SHlkcmE=,"['Q3RodWx1', 'U3Bpa2U=', 'VHJlbW9y']"
Entertainment: Video Games,multiple,easy,SW4gIkZhbGxvdXQgNCIgd2hpY2ggZmFjdGlvbiBpcyBub3QgcHJlc2VudCBpbiB0aGUgZ2FtZT8=,VGhlIEVuY2xhdmU=,"['VGhlIE1pbnV0ZW1lbg==', 'VGhlIEJyb3RoZXJob29kIG9mIFN0ZWVs', 'VGhlIEluc3RpdHV0ZQ==']"
Entertainment: Video Games,boolean,easy,VGhlIG1haW4gcGxheWFibGUgY2hhcmFjdGVyIG9mIHRoZSAyMDE1IFJQRyAiVW5kZXJ0YWxlIiBpcyBhIG1vbnN0ZXIu,RmFsc2U=,['VHJ1ZQ==']
Entertainment: Video Games,multiple,easy,V2hvIGlzIHRoZSBsZWFkZXIgb2YgVGVhbSBNeXN0aWMgaW4gUG9rw6ltb24gR28\/,QmxhbmNoZQ==,"['Q2FuZGVsYQ==', 'U3Bhcms=', 'V2lsbG93']"
Entertainment: Video Games,multiple,easy,V2hhdCBjb21wYW55IGRldmVsb3BzIHRoZSBSb2NrIEJhbmQgc2VyaWVzIG9mIHJoeXRobSBnYW1lcz8=,SGFybW9uaXg=,"['QWN0aXZpc2lvbg==', 'S29uYW1p', 'RWxlY3Ryb25pYyBBcnRz']"
Entertainment: Video Games,multiple,medium,SW4gV2FyaW9XYXJlOiBTbW9vdGggTW92ZXMsIHdoaWNoIG9uZSBvZiB0aGVzZSBpcyBOT1QgYSBGb3JtPw==,VGhlIEhvdHNob3Q=,"['VGhlIERpc2NhcmQ=', 'VGhlIEVsZXBoYW50', 'VGhlIE1vaGF3aw==']"
Entertainment: Video Games,multiple,easy,V2hpY2ggUG9rZW1vbiBnZW5lcmF0aW9uIGRpZCB0aGUgZmFuLW5hbWVkICJNYXN1ZGEgTWV0aG9kIiBmaXJzdCBhcHBlYXIgaW4\/IA==,RGlhbW9uZC9QZWFybA==,"['UnVieS9TYXBwaGlyZQ==', 'QmxhY2svV2hpdGU=', 'WC9Z']"
Entertainment: Video Games,multiple,easy,V2hhdCBpcyB0aGUgaG9tZXdvcmxkIG9mIHRoZSBFbGl0ZXMgZnJvbSBIYWxvPw==,U2FuZ2hlbGlvcw==,"['VGU=', 'RG9pc2Fj', 'RWF5bg==']"
Entertainment: Video Games,multiple,medium,V2hpY2ggc3Vydml2b3IgaW4gTGVmdCA0IERlYWQgc2FjcmlmaWNlZCB0aGVtc2VsZiB0byBzYXZlIHRoZSBvdGhlciBzdXJ2aXZvcnM\/,QmlsbA==,"['TG91aXM=', 'RnJhbmNpcw==', 'Wm9leQ==']"
Entertainment: Video Games,multiple,easy,SW4gdGhlIHZpZGVvIGdhbWUgIlRlYW0gRm9ydHJlc3MgMiIsIHdoaWNoIGNsYXNzIGlzIGFibGUgdG8gZG91YmxlIGp1bXA\/,U2NvdXQ=,"['U3B5', 'RW5naW5lZXI=', 'UHlybw==']"
Entertainment: Video Games,multiple,medium,V2hpY2ggT3ZlcndhdGNoIGNoYXJhY3RlciBzYXlzIHRoZSBsaW5lICJIZXJvZXMgbmV2ZXIgZGllISI\/,TWVyY3k=,"['UmVhcGVy', 'U29uaWM=', 'QW5h']"
Entertainment: Video Games,multiple,hard,SW4gVEYyIExvcmUsIHdoYXQgYXJlIHRoZSBuYW1lcyBvZiB0aGUgSGVhdnkncyB5b3VuZ2VyIHNpc3RlcnM\/,WWFuYSBhbmQgQnJvbmlzbGF2YQ==,"['R2FiYSBhbmQgQW5uYQ==', 'WWFubmEgYW5kIEdhYmE=', 'QW5uYSBhbmQgQnJvbmlzbGF2YQ==']"
Entertainment: Video Games,boolean,medium,TW9ydGFsIEtvbWJhdCB3YXMgYWxtb3N0IGJhc2VkIG9uIEplYW4tQ2xhdWRlIFZhbiBEYW1tZSBtb3ZpZS4=,VHJ1ZQ==,['RmFsc2U=']
Entertainment: Video Games,multiple,medium,SW4gd2hhdCB5ZWFyIHdlcmUgc2NyZWVuc2hvdHMgYWRkZWQgdG8gU3RlYW0\/,MjAxMQ==,"['MjAxMA==', 'MjAwOA==', 'MjAwOQ==']"
Entertainment: Video Games,boolean,easy,SW4gIlVuZGVydGFsZSIsIHRoZSBtYWluIGNoYXJhY3RlciBvZiB0aGUgZ2FtZSBpcyBTYW5zLg==,RmFsc2U=,['VHJ1ZQ==']
Entertainment: Video Games,multiple,easy,QXBlcnR1cmUgU2NpZW5jZSBDRU8gQ2F2ZSBKb2huc29uIGlzIHZvaWNlZCBieSB3aGljaCBBbWVyaWNhbiBhY3Rvcj8=,Si5LLiBTaW1tb25z,"['Tm9sYW4gTm9ydGg=', 'Sm9obiBQYXRyaWNrIExvd3JpZQ==', 'Q2hyaXN0b3BoZXIgTGxveWQ=']"
Entertainment: Video Games,multiple,medium,V2hpY2ggY291bnRyeSB3YXMgRWxpemEgIkFzaCIgQ29oZW4gZnJvbSAiVG9tIENsYW5jeSdzIFJhaW5ib3cgU2l4IFNpZWdlIiBib3JuIGluPw==,SXNyYWVs,"['VW5pdGVkIFN0YXRlcyBvZiBBbWVyaWNh', 'TWV4aWNv', 'Q2FuYWRh']"
Entertainment: Video Games,multiple,medium,V2hpY2ggZ2FtZSBpcyBOT1QgcGFydCBvZiB0aGUgU2NpZW5jZSBBZHZlbnR1cmUgc2VyaWVzIGJ5IDVwYi4gYW5kIE5pdHJvcGx1cz8=,T2NjdWx0aWM7IE5pbmU=,"['U3RlaW5zOyBHYXRl', 'Um9ib3RpY3M7IE5vdGVz', 'Q2hhb3M7IENoaWxk']"
Entertainment: Video Games,multiple,medium,V2hvIGlzIHRoZSBFbmdsaXNoIHZvaWNlIGFjdG9yIGZvciBTb3JhIGZyb20gdGhlIEtpbmdkb20gSGVhcnRzIHNlcmllcz8=,SGFsZXkgSm9lbCBPc21lbnQ=,"['S8WNa2kgVWNoaXlhbWE=', 'SmVzc2UgTWNDYXJ0bmV5', 'TWl5dSBJcmlubw==']"
Entertainment: Video Games,multiple,medium,V2hpY2ggb2YgdGhlc2UgZ2FtZXMgd2FzIE5PVCBhIE5pbnRlbmRvIFN3aXRjaCBsYXVuY2ggdGl0bGUgaW4gdGhlIFVuaXRlZCBTdGF0ZXM\/IA==,Vm9leg==,"['SnVzdCBEYW5jZSAyMDE3', 'U25pcHBlcmNsaXBz', 'RmFzdCBSTVg=']"
Entertainment: Video Games,multiple,hard,SW4gdGhlICJIYWxvIiBzZXJpZXMsIHdoYXQgaXMgdGhlIG5hbWUgb2YgdGhlIHJhY2Ugb2YgYWxpZW5zIGh1bWFucyByZWZlciB0byBhcyAiR3J1bnRzIj8=,VW5nZ295,"['SHVyYWdvaw==', 'U2FuZ2hlaWxp', 'WWFubWUnZQ==']"
Entertainment: Video Games,multiple,medium,V2hhdCBpcyB0aGUgbmFtZSBvZiBDcmVhbSB0aGUgUmFiYml0J3MgbW9tIGluIHRoZSAiU29uaWMgdGhlIEhlZGdlaG9nIiBzZXJpZXM\/,VmFuaWxsYQ==,"['UGVhY2g=', 'U3RyYXdiZXJyeQ==', 'TWludA==']"
Entertainment: Video Games,multiple,medium,V2hhdCBpcyB0aGUgbmFtZSBvZiB0aGUgZmlyc3QgbGV2ZWwgaW4gIkNhbGwgb2YgRHV0eTogV29ybGQgYXQgV2FyIj8=,U2VtcGVyIEZp,"['UmluZyBvZiBTdGVlbA==', 'VmVuZGV0dGE=', 'RXZpY3Rpb24=']"
Entertainment: Video Games,multiple,medium,SW4gdGhlICJDYWxsIE9mIER1dHk6IFpvbWJpZXMiIG1hcCAiTW9vbiIsIHRoZXJlIGlzIGEgc2Vjb25kYXJ5IGNhbGxlZCB0aGUgUUVELiBXaGF0IGRvZXMgUUVEIHN0YW5kIGZvcj8=,UXVhbnR1bSBFbnRhbmdsZW1lbnQgRGV2aWNl,"['UXVhZCBFY3RvcGxhc21pYyBEcml2ZXI=', 'UXVlc3Rpb24gRXZlcnkgRG9n', 'UXVhbGl0eSBFZHdhcmQgRGV2aWNl']"
Entertainment: Video Games,boolean,medium,SW4gIkNhbGwgT2YgRHV0eTogWm9tYmllcyIsIHlvdSBjYW4gdXBncmFkZSB0aGUgIkFwb3RoaWNvbiBTZXJ2YW50IiBpbiB0aGUgIlNoYWRvd3MgT2YgRXZpbCIgbWFwLg==,RmFsc2U=,['VHJ1ZQ==']
Entertainment: Video Games,multiple,medium,V2hhdCBhbmltYWwgaXMgZmVhdHVyZWQgaW4gIkJsb29ucyBURCBCYXR0bGVzIj8=,TW9ua2V5cw==,"['QWxsaWdhdG9ycw==', 'UGlnZW9ucw==', 'TGl6YXJkcw==']"
Entertainment: Video Games,multiple,medium,V2hhdCBpcyB0aGUgb25seSBHZW5lcmF0aW9uIElJSSBQb2tlbW9uIHdob3NlIG5hbWUgYmVnaW5zIHdpdGggdGhlIGxldHRlciBJPw==,SWxsdW1pc2U=,"['SW5mZXJuYXBl', 'SXZ5c2F1cg==', 'SWdnbHlidWZm']"
Entertainment: Video Games,multiple,hard,SW4gd2hpY2ggZ2FtZSBkaWQgdGhlIGNoYXJhY3RlciAiTWFyaW8iIG1ha2UgaGlzIGZpcnN0IGFwcGVhcmFuY2U\/,RG9ua2V5IEtvbmc=,"['U3VwZXIgTWFyaW8gQnJvcy4=', 'U3VwZXIgTWFyaW8gTGFuZA==', 'TWFyaW8gQnJvcy4=']"
Entertainment: Video Games,multiple,hard,V2hpY2ggZ2FtaW5nIHNlcmllcyBpbmNsdWRlcyAiVGhlIERpYWJvbGljYWwgQm94IiBhbmQgIlRoZSBDdXJpb3VzIFZpbGxhZ2UiPw==,UHJvZmVzc29yIExheXRvbg==,"['UGVyc29uYQ==', 'RXRyaWFuIE9keXNzZXk=', 'U2FtICYgTWF4']"
Entertainment: Video Games,boolean,easy,SW4gdGhlICJTLlQuQS5MLksuRS5SLiIgc2VyaWVzLCB0aGUgRnJlZWRvbSBmYWN0aW9uIHdpc2hlcyB0byBkZXN0cm95IHRoZSBzdXBlcm5hdHVyYWwgYXJlYSBrbm93biBhcyAgInRoZSBab25lIi4=,RmFsc2U=,['VHJ1ZQ==']
Entertainment: Video Games,boolean,easy,SW4gIk5lZWQgZm9yIFNwZWVkOiBQb3JzY2hlIFVubGVhc2hlZCIsIHRoZSBwbGF5ZXIgY2FuIG9ubHkgZHJpdmUgY2FycyBtYW51ZmFjdHVyZWQgYnkgUG9yc2NoZS4=,VHJ1ZQ==,['RmFsc2U=']
Entertainment: Video Games,multiple,medium,V2hpY2ggY2FyIGlzIE5PVCBmZWF0dXJlZCBpbiAiTmVlZCBmb3IgU3BlZWQ6IEhvdCBQdXJzdWl0IDIiPw==,VG95b3RhIE1SMg==,"['Rm9yZCBDcm93biBWaWN0b3JpYQ==', 'Qk1XIFo4', 'TWNMYXJlbiBGMQ==']"
Entertainment: Video Games,multiple,medium,V2hhdCBhcmUgdGlueSBUaHdvbXBzIGNhbGxlZCBpbiBTdXBlciBNYXJpbyBXb3JsZD8=,VGh3aW1wcw==,"['TGl0dGxlIFRod29tcA==', 'TWluaSBUaHdvbXA=', 'VGlueSBUaW1z']"
Entertainment: Video Games,multiple,easy,V2hpY2ggb2YgdGhlIGZvbGxvd2luZyBQb2tlbW9uIFR5cGVzIHdhcyBwcmVzZW50IGluIHRoZSBvcmlnaW5hbCBnYW1lcywgUmVkIGFuZCBCbHVlPw==,SWNl,"['U3RlZWw=', 'RGFyaw==', 'RmFpcnk=']"
Entertainment: Video Games,multiple,medium,V2hpY2ggb2YgdGhlIGZvbGxvd2luZyBNYXJpbyBLYXJ0IDggRGVsdXhlIGl0ZW1zIHdpbGwgTk9UIG1ha2UgeW91IGludmluY2libGU\/,R29sZGVuIE11c2hyb29t,"['U3Rhcg==', 'QnVsbGV0IEJpbGw=', 'Qm9v']"
Entertainment: Video Games,multiple,medium,V2hhdCBpcyB0aGUgcHVuaXNobWVudCBmb3IgcGxheWluZyBQb3N0YWwgMiBpbiBOZXcgWmVhbGFuZD8=,MTAgeWVhcnMgaW4gcHJpc29uIGFuZCBhIGZpbmUgb2YgJDUwLDAwMA==,"['RmluZSBvZiAkNSwwMDA=', 'Tm90aGluZw==', 'MTUgeWVhcnMgaW4gcHJpc29uIGFuZCBhIGZpbmUgb2YgJDEwLDAwMA==']"
Entertainment: Video Games,multiple,medium,V2hhdCB3YXMgdGhlIGdhbWUgIkdhbGFnYSIgd2FzIGEgc2VxdWVsIHRvPw==,R2FsYXhpYW4=,"['R2FsYWN0aWNh', 'U3BhY2UgSW52YWRlcnM=', 'R2FsYWN0aWMgV2Fycw==']"
Entertainment: Video Games,multiple,easy,V2hpY2ggb2YgdGhlc2UgaXMgYSB0eXBlIG9mIG1vbnN0ZXIgZm91bmQgaW4gTWluZWNyYWZ0Pw==,U2tlbGV0b24=,"['V2VyZXdvbGY=', 'VmFtcGlyZQ==', 'TWlub3RhdXI=']"
Entertainment: Video Games,multiple,easy,V2hpY2ggZnJhbmNoaXNlIGRvZXMgdGhlIGNyZWF0dXJlICJTbG93cG9rZSIgb3JpZ2luYXRlIGZyb20\/,UG9rZW1vbg==,"['RHJhZ29uIEJhbGw=', 'U29uaWMgVGhlIEhlZGdlaG9n', 'WXVnaW9o']"
Entertainment: Video Games,multiple,easy,V2hpY2ggb2YgdGhlc2UgaXMgTk9UIGEgcGxheWVyIGNsYXNzIGluIFRlYW0gRm9ydHJlc3MgMj8=,SGVhbGVy,"['RGVtb21hbg==', 'UHlybw==', 'U3B5']"
Entertainment: Video Games,multiple,easy,Qmxpbmt5LCBQaW5reSwgSW5reSBhbmQgQ2x5ZGUgYXJlIGNoYXJhY3RlcnMgZnJvbSB3aGljaCBjbGFzc2ljIHZpZGVvIGdhbWU\/,UGFjLU1hbg==,"['R2F1bnRsZXQ=', 'U3BhY2UgSW52YWRlcnM=', 'U3RyZWV0IEZpZ2h0ZXI=']"
Entertainment: Video Games,multiple,easy,V2hhdCBpcyB0aGUgbWFpbiBzaGlwIHVzZWQgYnkgQ29tbWFuZGVyIFNoZXBhcmQgaW4gdGhlIE1hc3MgRWZmZWN0IEZyYW5jaGlzZSBjYWxsZWQ\/,Tm9ybWFuZHk=,"['T3Npcmlz', 'SW5maW5pdHk=', 'RW5kZWF2b3Vy']"
Entertainment: Video Games,multiple,hard,V2hhdCB3YXMgdGhlIHdvcmxkJ3MgZmlyc3QgdmlkZW8gZ2FtZT8=,VGVubmlzIGZvciBUd28=,"['U3BhY2V3YXIh', 'UG9uZw==', 'U3BhY2UgVHJhdmVs']"
Entertainment: Video Games,boolean,medium,VGhlIGZpcnN0IE1heGlzIGdhbWUgdG8gZmVhdHVyZSB0aGUgZmljdGlvbmFsIGxhbmd1YWdlICJTaW1saXNoIiB3YXMgVGhlIFNpbXMgKDIwMDApLg==,RmFsc2U=,['VHJ1ZQ==']
Entertainment: Video Games,multiple,hard,V2hpY2ggdmlkZW8gZ2FtZSB3YXMgcmVjYWxsZWQgZm9yIGNvbnRhaW5pbmcgYSBoaWRkZW4sIHBsYXlhYmxlIFNvdXRoIFBhcmsgZXBpc29kZT8=,VGlnZXIgV29vZHMgOTkgUEdBIFRvdXI=,"['VG9ueSBIYXdrJ3MgUHJvIFNrYXRlciAz', 'U29uaWMgQWR2ZW50dXJl', 'TWFkZGVuIDk5']"
Entertainment: Video Games,multiple,medium,V2hhdCB3YXMgdGhlIGZpcnN0ICJUZWFtIEZvcnRyZXNzIDIiIHVwZGF0ZSB0byBpbmNsdWRlIGEgd2FyPw==,U25pcGVyIHZzLiBTcHkgVXBkYXRl,"['V0FSISBVcGRhdGU=', 'TWVldCBZb3VyIE1hdGNoIFVwZGF0ZQ==', 'U3B5IFZzLiBFbmdpbmVlciBVcGRhdGU=']"
Entertainment: Video Games,multiple,medium,V2hhdCBpcyB0aGUgbmFtZSB0aGUgbG9jYXRpb24tYmFzZWQgYXVnbWVudGVkIHJlYWxpdHkgZ2FtZSBkZXZlbG9wZWQgYnkgTmlhbnRpYyBiZWZvcmUgUG9rw6ltb24gR08\/,SW5ncmVzcw==,"['QWdncmVzcw==', 'UmVncmVzcw==', 'RGlncmVzcw==']"
Entertainment: Video Games,multiple,easy,V2hhdCBpbmdyZWRpZW50IGlzIE5PVCB1c2VkIHRvIGNyYWZ0IGEgY2FrZSBpbiBNaW5lY3JhZnQ\/,QnJlYWQ=,"['V2hlYXQ=', 'TWlsaw==', 'RWdn']"
Entertainment: Video Games,multiple,medium,VGhlIHJpZ2h0cyB0byB0aGUgIlJheW1hbiIgc2VyaWVzIGFyZSBvd25lZCBieSB3aGljaCBjb21wYW55Pw==,VWJpc29mdA==,"['TmludGVuZG8=', 'RUE=', 'U29ueQ==']"
Entertainment: Video Games,multiple,medium,SW4gdGhlIEtpbmdkb20gSGVhcnQgc2VyaWVzIHdobyBwcm92aWRlcyB0aGUgZW5nbGlzaCB2b2ljZSBmb3IgTWFzdGVyIEVyYXF1cz8=,TWFyayBIYW1pbGw=,"['SmFzb24gRG9ocmluZw==', 'SmVzc2UgTWNDYXJ0bmV5', 'SGFsZXkgSm9lbCBPc21lbnQ=']"
Entertainment: Video Games,multiple,medium,V2hhdCBpcyB0aGUgbmFtZSBvZiB0aGUgbWFjaGluZSB0aGF0IGZhaWxzIGFuZCBlc3NlbnRpYWxseSBkb29tcyBtYW5raW5kIGluIHRoZSBiZWdpbm5pbmcgb2YgdGhlIGZpcnN0IEhhbGYtTGlmZSBnYW1lPw==,QW50aS1tYXNzIHNwZWN0cm9tZXRlcg==,"['T3NjaWxsYXRpb24gZ2VuZXJhdG9y', 'RGFyayBmdXNpb24gcmVhY3Rvcg==', 'RGFyayBmdXNpb24gcmVzb25hdG9y']"
Entertainment: Video Games,boolean,easy,SW4gIlN1cGVyIE1hcmlvIDNEIFdvcmxkIiwgdGhlIERvdWJsZSBDaGVycnkgcG93ZXItdXAgb3JpZ2luYXRlZCBmcm9tIGEgZGV2ZWxvcGVyIGFjY2lkZW50YWxseSBtYWtpbmcgdHdvIGNoYXJhY3RlcnMgY29udHJvbGxhYmxlLg==,VHJ1ZQ==,['RmFsc2U=']
Entertainment: Video Games,boolean,easy,RGV1cyBFeCAoMjAwMCkgZG9lcyBub3QgZmVhdHVyZSB0aGUgV29ybGQgVHJhZGUgQ2VudGVyIGJlY2F1c2UgaXQgd2FzIGRlc3Ryb3llZCBieSB0ZXJyb3Jpc3QgYXR0YWNrcyBhY2NvcmRpbmcgdG8gdGhlIGdhbWUncyBwbG90Lg==,VHJ1ZQ==,['RmFsc2U=']
Entertainment: Video Games,multiple,easy,SW4gd2hhdCBjaXR5IGluIHRoZSBkeXN0b3BpYSBhbHRlcm5hdGUgZnV0dXJlIG9mIEhhbGYtTGlmZSAyIGRvIHlvdSBmaXJzdCBzdGFydCBpbj8=,Q2l0eSAxNw==,"['Q2l0eSAxOA==', 'Q2l0eSA2', 'Q2l0eSA0NQ==']"
Entertainment: Video Games,multiple,medium,SW4gd2hhdCB5ZWFyIHdlcmUgYWNoaXZlbWVudHMgYWRkZWQgdG8gU3RlYW0\/,MjAwNw==,"['MjAwOA==', 'MjAwOQ==', 'MjAwNg==']"
Entertainment: Video Games,multiple,easy,V2hhdCB3YXMgRnJhbmsgV2VzdCdzIGpvYiBpbiAiRGVhZCBSaXNpbmciPw==,UGhvdG9qb3VybmFsaXN0,"['SmFuaXRvcg==', 'Q2hlZg==', 'VGF4aSBEcml2ZXI=']"
Entertainment: Video Games,multiple,medium,V2hpY2ggb2YgdGhlc2UgaXMgTk9UIGEgcGxheWFibGUgY2hhcmFjdGVyIHJhY2UgaW4gdGhlIHZpZGVvIGdhbWUgIlN0YXJib3VuZCI\/,RmVuZXJveA==,"['RmxvcmFu', 'Tm92YWtpZA==', 'SHlsb3Rs']"
Entertainment: Video Games,multiple,easy,V2hhdCB5ZWFyIHdhcyB0aGUgZ2FtZSBEaXNob25vcmVkIHJlbGVhc2VkPw==,MjAxMg==,"['MjAxMQ==', 'MjAwOA==', 'MjAxMw==']"
Entertainment: Video Games,multiple,easy,SW4gRG90YSAyLCBXcmFpdGggS2luZyB3YXMgcHJldmlvdXNseSBrbm93biBhcy4uLg==,U2tlbGV0b24gS2luZw==,"['UmVhcGVyIEtpbmc=', 'U2t1bGwgS2luZw==', 'SGVsbCBLaW5n']"
Entertainment: Video Games,boolean,easy,RGFuZ2Fucm9ucGEgMjogR29vZGJ5ZSBEZXNwYWlyIGZlYXR1cmVkIGFsbCBvZiB0aGUgc3Vydml2aW5nIHN0dWRlbnRzIGZyb20gdGhlIGZpcnN0IGdhbWUu,VHJ1ZQ==,['RmFsc2U=']
Entertainment: Video Games,multiple,hard,QWNjb3JkaW5nIHRvIFRvYnkgRm94LCB3aGF0IHdhcyB0aGUgbWV0aG9kIHRvIGNyZWF0aW5nIHRoZSBpbml0aWFsIHR1bmUgZm9yIE1lZ2Fsb3ZhbmlhPw==,U2luZ2luZyBpbnRvIGEgTWljcm9waG9uZQ==,"['UGxheWluZyBhIFBpYW5v', 'VXNpbmcgYSBDb21wb3NlciBTb2Z0d2FyZQ==', 'TGlzdGVuZWQgdG8gYmlyZHMgYXQgdGhlIHBhcms=']"
Entertainment: Video Games,multiple,easy,SW4gd2hhdCB5ZWFyIHdhcyBIZWFydGhzdG9uZSByZWxlYXNlZD8=,MjAxNA==,"['MjAxMQ==', 'MjAxMw==', 'MjAxMg==']"
Entertainment: Video Games,boolean,easy,VGhlIGVuZCBjcmVkaXRzIHNlcXVlbmNlIGluIEdyYW5kIFRoZWZ0IEF1dG8gNSBpcyBvdmVyIGhhbGYgYW4gaG91ciBsb25nLg==,VHJ1ZQ==,['RmFsc2U=']
Entertainment: Video Games,multiple,easy,V2hpY2ggb2YgdGhlIGZvbGxvd2luZyBFbGl0ZSBGb3VyIG1lbWJlcnMgZnJvbSB0aGUgNnRoIEdlbmVyYXRpb24gb2YgUG9rw6ltb24gd2FzIGEgbWVtYmVyIG9mIFRlYW0gRmxhcmU\/,TWFsdmE=,"['U2llYm9sZA==', 'V2lrc3Ryb20=', 'RHJhc25h']"
Entertainment: Video Games,multiple,medium,SW4gSGl0bWFuOiBCbG9vZCBNb25leSwgd2hhdCBpcyB0aGUgbmFtZSBvZiB0aGUgdGFyZ2V0IGluIHRoZSBtaXNzaW9uICJEZWF0aCBvZiBhIFNob3dtYW4iPw==,Sm9zZXBoIENsYXJlbmNl,"['VGhlIFN3aW5nIEtpbmc=', 'TWF5bmFyZCBKb2hu', 'TWFudWVsIERlbGdhZG8=']"
Entertainment: Video Games,multiple,medium,VGhlIGRlZmF1bHQgcGxheWVybW9kZWwgb2YgR2FycnkncyBNb2QgaXMgdGhpcyBIYWxmIExpZmUgMiBjaGFyYWN0ZXIu,SXNhYWMgS2xlaW5lcg==,"['Ry1NYW4=', 'QWx5eCBWYW5jZQ==', 'R29yZG9uIEZyZWVtYW4=']"
Entertainment: Video Games,multiple,medium,V2hhdCBsZXZlbCBkbyB5b3UgaGF2ZSB0byBiZSB0byBnZXQgYSBzZXJ2aWNlIG1lZGFsIG9uIENTOkdPPw==,NDA=,"['NTA=', 'MzA=', 'MjA=']"
Entertainment: Video Games,multiple,medium,V2hpY2ggb2YgdGhlIGZvbGxvd2luZyBoYXMgSmVubmlmZXIgVGF5bG9yIE5PVCB2b2ljZWQ\/,U2FyYWggS2VycmlnYW4=,"['UHJpbmNlc3MgUGVhY2g=', 'Wm9leQ==', 'Q29ydGFuYQ==']"
Entertainment: Video Games,multiple,medium,QWNjb3JkaW5nIHRvIE92ZXJ3YXRjaCdzIGxvcmUsIHdobyB3YXMgb25jZSBhIG1lbWJlciBvZiB0aGUgRGVhZGxvY2sgR2FuZz8=,TWNDcmVl,"['Um9hZGhvZw==', 'U29sZGllciA3Ng==', 'SnVua3JhdA==']"
